4106210003093648|03|2033|786
4106210003316478|02|2032|848
4106210003095486|04|2024|273
4106210003038957|01|2034|981
4106210003570462|01|2025|791
4106210003854916|08|2024|702
4106210003987450|11|2033|112
4106210003165842|04|2030|762
4106210003349578|09|2026|368
4106210003872306|04|2033|895
4106210003094182|07|2024|212
4106210003843075|07|2026|267
4106210003273158|12|2030|386
4106210003049517|07|2024|220
4106210003928736|09|2025|372
4106210003435609|07|2028|958
4106210003863917|03|2031|433
4106210003954682|03|2027|863
4106210003109584|11|2034|458
4106210003957214|02|2033|399
4106210003125804|02|2028|229
4106210003174950|07|2031|931
4106210003836590|09|2025|139
4106210003480365|09|2026|747
4106210003107653|06|2026|648
4106210003612843|03|2028|630
4106210003954203|05|2029|562
4106210003549086|01|2027|805
4106210003247301|01|2030|503
4106210003039427|11|2026|609
4106210003057346|12|2031|436
4106210003130572|01|2033|487
4106210003105947|09|2027|246
4106210003042975|06|2030|631
4106210003791035|05|2026|390
4106210003017423|10|2026|448
4106210003650892|07|2026|610
4106210003674298|05|2025|950
4106210003074812|09|2025|922
4106210003587102|03|2035|348
4106210003210465|07|2033|227
4106210003904513|09|2026|901
4106210003635802|12|2030|925
4106210003574068|11|2027|790
4106210003103785|12|2032|202
4106210003039526|01|2029|239
4106210003931805|03|2027|571
4106210003813045|02|2035|851
4106210003670395|01|2035|458
4106210003308459|04|2024|946

